,Unnamed: 0,id,correct_answer,question,answer0,answer1,answer2,numResults_answer0,numResults_answer1,numResults_answer2,numResults_Qanswer0,numResults_Qanswer1,numResults_Qanswer2,numResults_Q,numResults_Qanswer0_quoted,numResults_Qanswer1_quoted,numResults_Qanswer2_quoted,appearances_answer0,appearances_answer1,appearances_answer2
1698,1698,982425274489896960,Cluedo,"To Londoners, the board game Americans know as “Clue” is known as what?",Cluewho,Cluetime,Cluedo,280000,1660,214000,1140,1,711,53400,0,0,101,0,0,3
1699,1699,982425082604683264,Carrageenan,Which of these common food additives comes from the ocean?,Guar gum,Carrageenan,Pectin,578000,657000,1720000,23000,15800,27200,530000,17100,21600,22900,0,0,0
1700,1700,982424894477565952,Florida,Which US state has a capital city with an American Indian name?,Arizona,Florida,North Dakota,190000000,365000000,65100000,1880000,2150000,1240000,18300000,1290000,1880000,832000,0,0,0
1701,1701,982424715838083072,Taste,Which of the five main human senses primarily relies on papillae?,Taste,Sight,Hearing,156000000,145000000,52800000,13400,77800,17200,56300,24900,4770,22700,22,0,0
1702,1702,982424564113264640,Forbes,Which magazine is known for its annual ranking of the 400 wealthiest Americans?,Financial Times,Fortune,Forbes,179000000,90900000,59000000,481000,40100,20800,62600,2700,14800,19200,0,1,23
1703,1703,982424371288518656,Drake,Which of these names also refers specifically to a male duck?,Meek,Mill,Drake,9530000,130000000,45800000,7150,101000,24100,268000,5090,325000,21500,0,0,4
1704,1704,982424228694720512,Floss regularly,What advice would you most likely get from an orthodontist?,Dye your hair,Finish that screenplay,Floss regularly,15200000,657000,552000,69800,10100,61800,833000,116,0,1390,0,0,0
1705,1705,982424079968948224,Heat,What is applied to unpopped corn to pop it?,Peer pressure,Heat,Nail polish,33100000,135000000,18200000,22500,582000,272000,11900,3660,295000,26300,0,0,0
1706,1706,982335415930773504,Tootsie Rolls,Which of these candies was introduced first?,Life Savers,Charleston Chew,Tootsie Rolls,23000000,58600,714000,1140000,116000,479000,29000000,181000,3430,39300,0,0,0
1707,1707,982334691062833152,Ohio,Which state’s most populated city has the most people?,Colorado,Maryland,Ohio,200000000,159000000,67800000,22700000,33300000,8160000,170000000,16000000,8910000,15300000,0,0,0
1708,1708,982334517926158336,David Sedaris,Which author’s breakout success was an essay about working at Macy’s?,David Eggers,David Foster Wallace,David Sedaris,1390000,1410000,416000,73,6510,73,2080,6,239,70,0,0,4
1709,1709,982334353891000321,Woody,"The voice of what “Toy Story” character also played the titular role in ""Sully""?",Slinky Dog,Buzz Lightyear,Woody,465000,1800000,51600000,69,214,1390,921,5,211,1500,0,0,1
1710,1710,982334169366827008,Belgium,Which of these European nations currently has a king?,Finland,Austria,Belgium,89000000,103000000,90900000,1450000,2540000,1620000,36500000,1210000,1520000,1520000,0,0,0
1711,1711,982334013351387136,Dartmouth,Which of these Ivy League schools is situated farthest north?,Brown,Cornell,Dartmouth,1740000000,71000000,15900000,3140,12100,441,38100,2320,11100,445,1,1,1
1712,1712,982333623784308736,Walk in their sleep,"By definition, people who are somnambulists do what?",Walk in their sleep,Eat at their desks,Work from home,30900000,14500000,2630000000,11100,8960,26500,23800,126,0,770,0,0,0
1713,1713,982333370658164737,Chief Justice,The chief judge of the US Supreme Court is called what?,Chief Justice,Chief Moose,Chief Wiggum,104000000,748000,45000,4270000,30700,2060,2190000,1080000,75,922,14,0,0
1714,1714,982333222351753216,Step,"According to a famous saying, “a journey of a thousand miles begins with a single” what?",Energy drink,Step,Ride-hailing app,41500000,875000000,552000,3400,15300,1740,16900,68,15300,0,0,13,0
1715,1715,982063647039066112,Fast-pitch softball,Which of these sports typically uses the heaviest standard ball?,Cricket,Baseball,Fast-pitch softball,171000000,81300000,1140000,553000,1280000,106000,1170000,83400,1080000,2180,5,3,0
1716,1716,982063331908472832,Mental Institution,Michael Douglas’s first Oscar was for a film set where?,Investment Bank,Battlefield,Mental Institution,209000000,26000000,128000000,48200,103000,693000,1100000,909,72500,2900,0,0,0
1717,1717,982063137779138561,Wood's grocer,Who was NOT a model for Grant Wood’s painting American Gothic?,Wood's grocer,Wood’s sister,Wood's dentist,822000,33600000,4890000,20500,315000,105000,799000,1,695,136,0,0,0
1718,1718,982062937698373633,Five,"If an event is biennial, how many times will it happen in a decade?",Ten,Five,Twenty,431000000,241000000,127000000,43200,502000,437000,291000,288000,390000,26600,7,0,0
1719,1719,982062733809078272,Sanford &amp; Son,What ’70s sitcom had a theme song composed by Quincy Jones?,Good Times,What’s Happening!!,Sanford &amp; Son,2160000000,749000000,2230000,15700,6890,1680,6170,2150,761,0,1,0,0
1720,1720,982062541638692864,Robert Cray,Whose work would you be most likely to learn more about on https://t.co/wIN6SjdXeh?,Robert Cray,Bob &amp; Ray,Bobby Flay,542000,619000,522000,0,0,0,0,0,0,0,0,0,0
1721,1721,982062320250650624,Liechtenstein,Which of these is NOT one of the Benelux nations?,Belgium,Netherlands,Liechtenstein,90900000,103000000,42900000,39900,27700,3410,76600,21500,43000,3320,9,3,0
1722,1722,982062171583582208,Ice Cube,"What rapper starred in the movie that made “Bye, Felicia” a catchphrase?",Will Smith,Ice Cube,Eminem,174000000,32000000,10800000,1290,136,8,1880,10,784,6,0,8,1
1723,1723,982061945602871297,Six Years,How long is a single term for a US senator?,Two years,Six Years,Eight years,745000000,162000000,247000000,22800000,78900000,99900000,10900000,3830000,1160000,1010000,1,1,0
1724,1724,982061806230351872,Rack,What word is typically used to refer to a serving of ribs?,Cob,Rack,Hoist,11300000,63700000,7390000,152000,732000,346000,1030000,46400,74600,4690,0,0,0
1725,1725,982061670632747008,Bumblebee,Which of these is a common type of flying insect?,Fumblebee,Mumblebee,Bumblebee,633,5290,8860000,7,74500,64000,1370000,1,105,58700,0,0,0
1726,1726,982061536016523266,Pajamas,Which of these are commonly worn to bed?,Oven mitts,Overalls,Pajamas,1480000,8830000,14400000,1570000,467000,28500,981000,15400,11600,15600,0,0,0
1727,1727,981972669297057792,George Washington,The Declaration of Independence was NOT signed by which of these people?,John Adams,Josiah Bartlett,George Washington,67600000,84500,111000000,1630000,17900,968000,32800000,78500,2330,330000,0,0,0
1728,1728,981972393970237440,Pudding,Which of these desserts gets its name from a very old term for “small sausage”?,Cobbler,Pudding,Trifle,3090000,18600000,4800000,145,904,205,1100,6,310,131,0,8,0
1729,1729,981972219046834176,Heaven-o,"In the 1990s, a Texas county designated what as its official phone greeting?",Howdy,Heaven-o,Ahoy-hoy,3080000,36500000,57700,9540,61900,934,19300,185,186,0,0,0,0
1730,1730,981972047969619968,Footloose,Which of these movies did NOT win an Academy Award for Best Original Song?,Footloose,Flashdance,Dirty Dancing,912000,466000,14400000,40600,22100,677000,5750000,18100,18900,35000,0,0,0
1731,1731,981972026930946050,Hexagon,What curious shape has NASA observed on the planet Saturn’s northernmost point?,Dodecahedron,Hexagon,Triangle,437000,13700000,64800000,2,2000,2680,436,0,46,105,0,4,0
1732,1732,981971724374806528,Seed,Which of these words is considered a contronym?,Waste,Dart,Seed,72300000,30700000,78600000,346,50,286,1790,264,25,221,0,0,0
1733,1733,981971335923601408,Emily Elizabeth's love,"According to the cartoon's theme song, what made Clifford the Big Red Dog so big?",Acromegaly,Radiation,Emily Elizabeth's love,196000,106000000,22500000,643,28000,48200,56100,36,22900,6,0,0,0
1734,1734,981970930875420673,Hollywood Foreign Press,The Golden Globe Awards are put on by what association?,Harlem Globetrotters,Hollywood Foreign Press,Justice League,762000,11900000,42600000,2640,872000,286000,732000,1810,29700,40100,0,9,0
1735,1735,981970803800576002,Bloopers,"Humorous clips of mishaps in radio, TV and movies are known as what?",Bloopers,Chump-ups,Squeeblets,12200000,700000,2,12400,12100,0,4070000,6340,0,0,1,0,0
1736,1736,980975729549733888,Pippin,In which of the following musicals does the first Holy Roman Emperor appear?,Pippin,Spamalot,Man of La Mancha,1030000,205000,1680000,4970,1660,3770,1740000,13900,708,5510,3,0,0
1737,1737,980975486393253891,Chiliagon,Which of these two-dimensional shapes has the most sides?,Chiliagon,Octadecagon,Enneadecagon,1820,1060,773,583,131000,3730,29200000,310,250,289,0,0,0
1738,1738,980975283418337280,Cabooses,In 1982 U.S. regulators began allowing American trains to phase out what?,Ham radios,Smoking cars,Cabooses,19100000,34000000,829000,1050,111000,68,531000,246,39,209,0,0,0
1739,1739,980975140937916416,Sega Saturn,Which of these video game consoles was released first?,Sony PlayStation,Sega Saturn,Game Boy Color,33900000,920000,49500000,2030000,480000,21300000,82300000,735000,106000,186000,0,0,0
1740,1740,980975001112281093,Sunflowers,Which of these demonstrates heliotropism?,Polarized sunglasses,Suntan lotion,Sunflowers,3000000,603000,20900000,168,731,2220,2940,8,7,572,0,0,0
1741,1741,980974796048683008,Massachusetts,Henry David Thoreau’s “Walden” detailed his cabin life in which state?,Massachusetts,Vermont,New Hampshire,42100000,21700000,89200000,8710,2290,7760,16100,5390,1610,1260,2,0,0
1742,1742,980974656055398401,The Wizard of Oz,Pink Floyd’s “Dark Side of the Moon” most famously syncs with what movie?,The Empire Strikes Back,Apollo 13,The Wizard of Oz,10200000,16200000,6520000,635,336,516,9330,503,2960,3880,0,0,2
1743,1743,980974486198636545,Didactic,Which of these is a common synonym for instructional?,Didactic,Diametric,Diacritic,1860000,1190000,811000,6960,13400,11100,435000,5660,121,589,0,0,0
1744,1744,980974358175932419,Boot,"On a map, Italy is often said to resemble what everyday item?",Boot,Catcher's mitt,Wine glass,190000000,229000,58300000,824000,3610,528000,581000,406000,114,14500,0,0,0
1745,1745,980974230320943104,Dojo,The area where one practices Japanese martial arts is often called what?,Dojo,Department of Justice,DJ Tanner’s house,5270000,156000000,520000,198000,84200,27200,1290000,75500,63300,1,1,0,0
1746,1746,980974096723972096,Sleep,The phrase “hit the hay” generally means you are about to do what?,Speak in tongues,Slamdance,Sleep,8100000,62200,176000000,699,1,18200,27200,9,1,27700,0,0,3
1747,1747,980885428709490689,Lose Yourself,The title of a 1975 best-seller by Stephen King appears in the lyrics of what hip-hop hit?,99 Problems,Anaconda,Lose Yourself,122000000,7400000,43100000,33600,4460,43800,6560,948,66,171,0,0,2
1748,1748,980885128632328192,Segar,Which of these is NOT an ongoing award given to professional cartoonists?,Harvey,Reuben,Segar,83200000,10600000,6490000,34400,20800,1810,230000,164000,3310,925,0,0,0
1749,1749,980884886658715649,Sit-down,A 1939 Supreme Court decision ruled against workers taking part in what kind of strike?,Walkout,Labor slowdown,Sit-down,4330000,480000,95200000,14500,58000,309000,349000,1040,1,24500,0,0,0
1750,1750,980884782505742337,ESP,Project Star Gate was once a secret government program researching what?,Cryptozoology,Ghosts,ESP,495000,99400000,50800000,1660,89700,5590,48500,2670,37500,1990,0,0,3
1751,1751,980884539961724928,Supertramp,What band gets its name from an autobiography by an itinerant Welsh poet?,Pink Floyd,Supertramp,Traveling Wilburys,11900000,564000,71000,104,28,4,3970,629,10,2,0,0,0
1752,1752,980884506646384642,IBM,What company’s New York Stock Exchange symbol is simply its name in all capitals?,IBM,Nike,Visa,33400000,43400000,189000000,19400,25100,354000,1520000,15400,16700,291000,0,0,0
1753,1753,980884187879223297,Top of Mt. Everest,Tenzing Norgay is credited as one of the first two men to reach what place?,Top of Mt. Everest,South Pole,North Pole,838000,25600000,35600000,17300,6470,5800,24900,2850,1590,1380,0,0,0
1754,1754,980884043339268096,Egg yolk,What ingredient is the difference between vanilla ice cream and French vanilla ice cream?,Crème fraîche,Egg yolk,Rum,4340000,4110000,22100000,796000,323000,622000,4890000,40100,54100,536000,0,1,0
1755,1755,980883889370562561,Fabulous,Las Vegas welcomes visitors with an iconic sign that declares the city is what?,Historic,Scenic,Fabulous,544000000,35600000,48200000,388000,731000,520000,802000,51100,18200,186000,0,0,10
1756,1756,980883746441359360,Monday,What day of the week is named for the moon?,Monday,Wednesday,Thursday,521000000,127000000,448000000,11000000,10500000,14600000,10300000,1290000,1640000,1600000,3,0,0
1757,1757,980883611128909825,Pick-up,Which of these is a common type of truck?,Pick-up,Put-down,Leave-there,286000000,460000000,433000000,12300000,12500000,13500000,35400000,2390000,323000,3000,0,0,0
1758,1758,980883491591196678,Shoulder,Ignoring someone is also known as “giving them the cold” what?,Shoulder,Pudding,Goblin,164000000,18600000,8740000,201,26,5,214,200,2,3,11,0,0
1759,1759,980614713334738944,Kugel,"According to an infamous ’80s hoax, April Fools’ Day was created by a Roman court jester named what?",Kugel,Constantine,Boskin,2910000,8800000,17000,27,152,181,29400,9,6340,6,4,2,2
1760,1760,980614320336883712,Uruguay,The capital city of which country sits at the southernmost latitude?,Uruguay,Madagascar,Indonesia,113000000,80700000,312000000,588000,530000,1490000,8600000,533000,519000,1510000,0,0,0
1761,1761,980614042422337537,Joe Flacco,Who owns the NFL record for consecutive playoff games with at least two touchdown passes?,Joe Flacco,Joe Montana,Tom Brady,120000,7450000,16400000,5660,19100,15500,45900,5350,5540,19900,0,0,2
1762,1762,980613844836999178,Panama,The music of Rick Astley played a direct role in bringing down the leader of what country?,Libya,Venezuela,Panama,99500000,102000000,76600000,2590,5120,7180,19400,2280,115,5260,0,0,0
1763,1763,980613660853899264,Australia,Which of these countries celebrates Easter with both an Easter Bunny and an Easter Bilby?,Sweden,Canada,Australia,111000000,458000000,395000000,1400,1050,1760,1960,1020,866,6970,0,0,8
1764,1764,980613496453980161,Question mark,Which of these punctuation marks can be found in an interrobang?,Ampersand,Pound sign,Question mark,1430000,80300000,204000000,1240,4160,10500,10200,820,170,5580,0,0,2
1765,1765,980613287359516672,Inspector Gadget,Which of these figures is known for wearing a mackintosh?,Steve Jobs,Inspector Gadget,Johnny Appleseed,72600000,2330000,427000,5420,7600,1290,85900,4860,446,67,0,0,0
1766,1766,980613053048901633,Egypt,The holiday of Passover commemorates events that took place in what ancient civilization?,Egypt,Babylonia,Macedonia,112000000,1470000,68500000,12900,6410,4440,4860,3100,2190,256,0,0,0
1767,1767,980612855660675072,Alley-oop,What basketball term derives from a French phrase that circus acrobats used to shout?,Alley-oop,Slam dunk,Airball,432000,4370000,82800,112,510,5,4990,10,36,1,0,0,0
1768,1768,980612510918246400,Juliet,A classic Shakespeare play details the doomed love between Romeo and who?,Juliet,Jessica Simpson,Ms. Jackson,14200000,21200000,58700000,24400,4400,43800,71400,19300,80,181,14,0,0
1769,1769,980612346723872769,Swim fins,Snorkelers in the water are most likely to wear what on their feet?,Clown shoes,Stiletto heels,Swim fins,5200000,10100000,3810000,68400,518000,84100,3080000,263,1340,4070,0,0,0
1770,1770,980251754926346242,The Barber of Seville,Mozart’s “The Marriage of Figaro” continues the story of what other opera?,The Barber of Seville,Rigoletto,La Traviata,114000,700000,966000,1990,2080,2190,12100,1730,1950,2090,4,0,0
1771,1771,980251608100626432,Ohio,Which U.S. state's capital city is home to an NHL team?,Ohio,Florida,Pennsylvania,67800000,365000000,184000000,202000,116000,319000,1100000,113000,95000,26200,0,0,0
1772,1772,980251413057073152,Spuh,Birders use what four-letter word to refer to hard-to-classify birds?,Anon,Spuh,Drib,9760000,18200,44700,7850,4,1910,4080,109,0,5,0,0,0
1773,1773,980251240629264385,Endless but repeating,What kind of number is the decimal expansion of 1/7?,Endless but repeating,Irrational,Ending,1460000,15000000,195000000,2830,2390,52900,136000,0,2020,2610,0,0,0
1774,1774,980251061779869696,Gucci Mane,The song used in the viral Mannequin Challenge meme features a solo by what rapper?,Jay-Z,Gucci Mane,2 Chainz,33500000,2660000,4530000,613,123,6180,2000,80,52,3440,0,0,0
1775,1775,980250271304552448,Scallop,Which of these foods is NOT a type of onion?,Scallion,Shallot,Scallop,4000000,2570000,12500000,817000,951000,1090000,19800000,93200,272000,178000,0,0,0
1776,1776,980250051057541120,Stovepipe hat,Abraham Lincoln is known for wearing what kind of headgear?,Propeller cap,Stovepipe hat,Supreme beanie,1350000,64000,1070000,15100,1170000,9900,1450000,10,1400,10,0,1,0
1777,1777,980249925693984769,Acts,"On Broadway, a “triple threat” is a person who sings, dances and what?",Acts,Bakes cakes,Trains dogs,733000000,26800000,58800000,14000,2240,7670,18300,6450,3,1,0,0,0
1778,1778,979889043369578496,The Powerpuff Girls,Painter Margaret Keane’s work directly inspired which cartoon series?,Jem and the Holograms,The Powerpuff Girls,My Little Pony,134000,2580000,13400000,457,334,3420,26700,407,158,670,0,1,0
1779,1779,979888669229273088,Coffee table,The co-creator of the first baby monitor was recruited after his design of what?,Portable radio,Crib,Coffee table,18400000,15800000,70100000,110000,49500,468000,1560000,199,26600,17300,0,0,0
1780,1780,979888471987970048,Umbrella,"In 18th-century London, people mocked the first public user of which of these accessories?",Sunglasses,Umbrella,Purse,56500000,49000000,34700000,245000,45100,344000,500000,63300,41500,60700,0,7,0
1781,1781,979888311274700800,Postal worker,"In the U.S., which of these job uniforms is illegal to wear if you do not have that job?",Surgeon,Postal worker,Airline pilot,72800000,9560000,9450000,851000,2140000,386000,899000,282000,3910,1560,0,0,0
1782,1782,979888137810972672,The Sopranos,The guitarist in the E Street Band starred in which television show?,The Sopranos,The Practice,Rescue Me,10200000,172000000,40500000,114000,1020000,497000,11300000,12400,29400,5840,3,0,0
1783,1783,979887972014350336,Fez,Which of these is both a city in Morocco AND a common style of hat?,Kangol,Fez,Tangier,641000,3940000,1550000,1270,8290,6780,382000,153,18200,5030,0,6,0
1784,1784,979887811229835264,Fermentation,What is the name of the scientific process that turns sugars into alcohol?,Fermentation,Photosynthesis,Mutation,43300000,16000000,103000000,1380000,148000,121000,2440000,1070000,79700,51800,15,0,0
1785,1785,979887655562502144,Florida,Which of these U.S. states is known for its panhandle?,Florida,Iowa,Montana,365000000,36800000,43800000,363000,66700,61200,561000,251000,53100,71300,8,0,0
1786,1786,979887517968273408,Basketball,In which of these sports can a player NOT get a strike?,Bowling,Baseball,Basketball,49000000,81300000,85200000,736000,4700000,8180000,8010000,609000,2180000,7140000,0,3,0
1787,1787,979887373029920768,New moon,"In astronomical terms, what is the opposite of a full moon?",Fresh moon,New moon,Hungry moon,34200000,116000000,7330000,777000,8320000,600000,8800000,145,349000,108,0,5,0
1788,1788,979887128078442497,Ancient Egypt,In which of these places were rulers known as pharaohs?,Ancient Egypt,Medieval Japan,Studio54,20900000,7090000,767000,337000,20200,408,76500,53300,544,3,6,0,0
1789,1789,979886985337819136,Friday,TGIF most commonly stands for “Thank God It’s” what?,Friday,Frankenstein,Flavortown,203000000,8780000,53200,9070,413,1,9450,9940,413,0,14,0,0
1790,1790,979798926973980672,Happy Gilmore,Adam Sandler did NOT receive a Kids Choice Award for his work in which movie?,Mr. Deeds,Grown Ups 2,Happy Gilmore,1540000,16400000,2560000,1970,34600,3940,63700,552,4790,3190,0,0,0
1791,1791,979798592494895104,Pomeranian,What dog breed was named for a region in Germany and Poland?,Pomeranian,Doberman Pinscher,Poodle,4590000,1160000,7820000,13200,30500,27200,99000,16700,27900,21400,12,0,0
1792,1792,979798423141539840,The Show Me State,Which of these states borders the Hawkeye State?,The Volunteer State,The Peace Garden State,The Show Me State,29300000,21100000,430000000,93000,95300,98200,102000,176,105,369,0,0,0
1793,1793,979798228689399809,Estivation,"Sleeping through winter is hibernation, but sleeping through summer is called what?",Transolation,Estivation,Decarburization,320,17800,16200,19600,1280,126,221000,0,549,0,0,1,0
1794,1794,979798047512293377,Warren Harding,Which U.S. president’s middle name is Gamaliel?,Warren Harding,James Polk,Rutherford Hayes,1330000,1910000,772000,72100,86100,88000,14600,11700,4680,2090,0,0,0
1795,1795,979797909897170944,Time flies,The Latin phrase “tempus fugit” literally translates to what?,Buyer beware,Come together,Time flies,4400000,393000000,16600000,313,547,1170,539,53,6,308,0,0,4
1796,1796,979797719278587906,Boyhood,"Thanks to the time it took to make, what movie was almost called “12 Years”?",Boyhood,The LEGO Movie,Castaway,1200000,20300000,2190000,23300,29000,7510,915000,9310,3300,1560,4,1,0
1797,1797,979797558565527552,Dog’s breakfast,Which of these phrases is slang for a bad thing?,Dog’s breakfast,Bee's knees,Cat's pajamas,33300000,5760000,4130000,61100,65000,51800,741000,1890,3000,2330,0,0,0
1798,1798,979797373827330048,Zone,"When it comes to mail, what does the Z in “ZIP Code” stand for?",Zoom,Zero,Zone,174000000,265000000,182000000,206000,714000,221000,424000,193000,47000,99900,0,0,0
1799,1799,979797190347456512,Pitchers,The Cy Young Award is given each year to Major League Baseball's best what?,Mascots,Fans,Pitchers,36000000,658000000,20500000,18500,225000,291000,304000,2480,89200,64900,0,0,3
1800,1800,979526750630801408,Watchmaker,The Smart Car started as a collaboration between a car company and what?,Watchmaker,Website,Travel guide,979000,2930000000,469000000,12600,9720000,1100000,10500000,7310,1510000,20100,1,0,0
1801,1801,979526229132021760,Boston,The U.S. founding father famous for his experiments with electricity was born in what city?,London,Boston,Philadelphia,721000000,96300000,57600000,1610000,985000,542000,7220000,1550000,1890000,846000,0,2,1
1802,1802,979525966300139520,Steve Jobs,Which of these people is NOT an inductee into the Internet Hall of Fame?,Tim Berners-Lee,Al Gore,Steve Jobs,164000,10100000,72600000,619,14700,17000,507000,646,1330,7570,0,0,0
1803,1803,979525791989026816,Babe: Pig in the City,The director of “Mad Max: Fury Road” also directed which of these movies?,Borat,Live Free or Die Hard,Babe: Pig in the City,572000,63700000,742000,1250,21800,987,251000,1220,692,388,0,0,0
1804,1804,979525653153370112,Microsoft,Who made the gaming console that indicated a breakdown with the “red ring of death?”`,Sony,Nintendo,Microsoft,101000000,31900000,128000000,163,157,40,344,151,17,181,1,1,5
1805,1805,979525437197037570,Balinese,Which of these cat breeds gets its name from an island in Asia?,Balinese,Persian,Siamese,1630000,31700000,3180000,79100,43500,32100,530000,12200,80600,24500,0,0,1
1806,1806,979525245051850752,Faces,"In professional wrestling, bad guys are called “heels” and good guys are known as what?",Hands,Faces,Torsos,673000000,1130000000,8880000,450000,123000,28600,540000,389000,304000,2640,0,10,0
1807,1807,979525078860881922,Chicken,Which of these animals provides a key ingredient in traditional mayonnaise?,Sheep,Chicken,Cow,27800000,97700000,47300000,48400,457000,83500,77900,6660,115000,13000,0,0,0
1808,1808,979524946908143617,Disco,Which of these music genres peaked in popularity during the 1970s?,Doo-wop,Disco,Rap,766000,33000000,58500000,6260,76300,60800,909000,6020,53400,39600,0,8,3
1809,1809,979524776887832577,Barber,"By definition, a person who cuts hair is often referred to as what?",Birder,Bugbear,Barber,656000,315000,35600000,1130000,4350,801000,24100000,1540,11400,771000,0,0,8
1810,1810,979524642544279553,Dream,"According to the old song “Row, Row, Row Your Boat,” life is but a what?",Dream,Massive phoenix tattoo,Bitcoin scam,297000000,1500000,7530000,24400,625,6,29300,12800,0,1,6,0,0
1811,1811,979436027294175232,Everett's Knave,Which of these is NOT a kind of apple?,Dog’s Snout,Bloody Ploughman,Everett's Knave,21300000,4240,2650,915000,5090,4600,246000000,528,307,0,0,0,0
1812,1812,979435607444348930,Algeria,What African nation gets its name from the Arabic for “The Islands”?,Madagascar,Algeria,Comoros,80700000,46100000,53200000,7470,6760,7680,27100,6390,5450,3450,0,4,11
1813,1813,979435246780321792,Placebo,What type of medical treatment gets its name from the Latin for “I shall please”?,Analgesic,Narcotic,Placebo,14700000,16600000,28000000,270,15,340,3700,142,8,566,0,0,25
1814,1814,979435089124888576,Alfred Hitchcock,Who directed the motion picture credited as the first to show a flushing toilet?,Alfred Hitchcock,Frank Capra,John Waters,2980000,353000,36200000,196,47,1960,14300,162,17,503,1,0,0
1815,1815,979434909675806721,Headlines,“Betteridge’s Law” is a famous observation about what?,Headlines,Smartphone size,Cable news ratings,251000000,39400000,8540000,340,64,34,403,310,0,0,9,0,0
1816,1816,979434757003120640,Alfred Yankovic,What was “Weird Al” Yankovic’s birth name?,Albert Yarborough,Alfred Yankovic,Adam Iacopino,31100,17500,6270,1840,906,0,105000,0,67,0,0,0,0
1817,1817,979434599720857601,Thumbelina,Which famous character does NOT grow larger by interacting with a mushroom?,Alice in Wonderland,Nintendo’s Mario,Thumbelina,19100000,10700000,454000,29900,14900,469,955000,9170,213,1460,0,0,0
1818,1818,979434451959795712,Clutch,What pedal is usually missing from a car with automatic transmission?,Brake,Gas,Clutch,42700000,218000000,37200000,508000,1130000,386000,891000,495000,396000,633000,2,0,9
1819,1819,979434293901582336,Final Four,"In the NCAA Basketball Tournament, the last four teams alive are known as the what?",Lone Survivors,Grand Slams,Final Four,2270000,21900000,273000000,59500,227000,801000,1200000,17,2810,19900,0,0,5
1820,1820,979434156152238081,Minutemen,Militia soldiers in the American Revolutionary War were commonly called what?,Minutemen,Millenniummen,Monthmen,1240000,990,24600,22700,9,238,1110000,12200,0,0,2,0,0
1821,1821,979434022341369857,Caesar salad,What kind of salad normally contains the most lettuce?,Potato salad,Fruit salad,Caesar salad,19000000,22000000,13300000,809000,1180000,95300,1260000,51300,49400,40900,0,0,0
1822,1822,979167415341846531,Come on,"In “Dirty Dancing,” what does Patrick Swayze say right after declaring, “Nobody puts baby in a corner”?",Nobody,Ready?,Come on,80900000,249000000,1270000000,546,487,791,729,558,372,120,11,0,0
1823,1823,979166837740011521,Austria,Which of these nations shares its border with the most countries?,Austria,Bolivia,Mali,103000000,98500000,79000000,1580000,1290000,1260000,26800000,776000,1240000,1560000,0,0,0
1824,1824,979166402576863234,Box,The founder of which of these startups has more Twitter followers than Mark Zuckerberg?,Dropbox,WhatsApp,Box,13100000,210000000,593000000,1920,10500,20300,29100,813,4080,18700,0,0,0
1825,1825,979166093125259264,Dig Dug,"In an early scene in “WarGames,” Matthew Broderick grabs a textbook off of what arcade game?",Dig Dug,Galaga,Zaxxon,1260000,375000,25500,3,5,3,56,2,5,20,1,1,1
1826,1826,979165644619993089,Openness,"Closely tied to “perestroika,” what does the Russian word “glasnost” mean?",Economics,Restructuring,Openness,135000000,9330000,21200000,7170,6690,1010,7470,1200,976,996,0,3,2
1827,1827,979165230918926336,Orange,"In the Eurythmics’ debut hit video, what color was the lead singer’s hair?",Orange,Blonde,Pink,1160000000,37900000,766000000,33300,9690,38000,51100,7230,21600,37000,2,0,0
1828,1828,979164686036840448,PEZ dispenser,Which of these is NOT an example of a redundant acronym?,PIN number,ATM machine,PEZ dispenser,126000000,8530000,338000,8430,834000,127,75400,6680,874,186,1,2,0
1829,1829,979164521221763072,ALF,What classic ’80s TV character was an alien from the planet Melmac?,ALF,Alex P. Keaton,MacGyver,6840000,520000,1780000,2120,10,287,2160,1640,7,176,30,0,0
1830,1830,979164328933937157,Extra Terrestrial,"In the Spielberg film “E.T.”, what does E.T. stand for?",Extra Terrestrial,Enchilada Thief,Earl Torgeson,15800000,6930,6000,39200,1050,318,132000,21000,0,0,13,0,0
1831,1831,979164171525939200,Easter egg,What festive term also describes a hidden feature in a video game?,Easter egg,Halloween candy bucket,Christmas sweater vest,28500000,3900000,7740000,72000,326000,19100,57300,39500,4,6,5,0,0
1832,1832,979073358829629440,Barbados,In which of these places does the capital city NOT contain the name of the country?,Kuwait,Barbados,Guatemala,90900000,82400000,75300000,806000,285000,868000,37600000,296000,645000,520000,1,0,0
1833,1833,979073164142632960,Chinatown Wars,Which is the title of an actual video game in the Grand Theft Auto series?,Beggar’s Bargain,Chinatown Wars,Desperation Row,226000,1300000,206000,2090,895000,353000,949000,0,35700,0,0,0,0
1834,1834,979072991182106625,Sandra Day O’Connor,Who was the first woman to serve as a Supreme Court justice?,Sandra Day O’Connor,Madeleine Albright,Ruth Bader Ginsburg,1240000,474000,535000,264000,11800,148000,7170000,29700,6740,67800,0,0,0
1835,1835,979072612872736769,Hemostatic,Which of these is NOT one of the two measurements in a blood pressure reading?,Diastolic,Hemostatic,Systolic,2080000,2170000,15700000,1550000,103000,1800000,27200000,1740000,35000,1850000,1,0,3
1836,1836,979072426725335040,Millennium,"Which of these is the correct spelling of 1,000 years?",Millenium,Millennium,Milennium,6020000,40100000,46300,1240000,562000,835000,6180000,73100,537000,691,0,9,0
