,id,correct_answer,question,answer0,answer1,answer2
455,1012507025979387906,0,What creatures act as the postal service in the “Harry Potter” films?,Owls,Dragons,Goblins
456,1012506853832581121,1,"In “The Wizard of Oz,” what takes Dorothy to Oz?",Party of elves,Tornado,DeLorean
457,1012506726027931649,1,What imaginary African nation is ruled by the comic book hero Black Panther?,Dinotopia,Wakanda,Canada
458,1012487844236070913,2,Which NES game was NOT playable with the ROB accessory?,Stack-Up,Gyromite,Wrecking Crew
459,1012487694759407616,1,Ludwig van Beethoven received musical instruction from which of these classic composers?,Franz Schubert,Joseph Haydn,Franz Liszt
460,1012487504073773056,0,What principle is the first of Isaac Asimov’s three robotics laws concerned with?,Human safety,Obedience,Self-preservation
461,1012487358258741248,0,What color is chartreuse?,Yellowish-green,Purplish-blue,Pinkish-red
462,1012487176934907904,0,Which instrument can be played pizzicato?,Violin,Oboe,Trombone
463,1012486971858604032,1,What does the internet acronym YMMV mean?,You Meant Milli Vanilli?,Your Mileage May Vary,Younger Men Make Veal
464,1012486843252830209,2,Which of these is a popular science fiction franchise?,Sex and the City,Baywatch,Star Trek
465,1012186610216177664,0,Which of these countries has NOT been included on the Tour de France route?,Austria,Netherlands,Italy
466,1012186467278475264,2,Which of these films boasts a soundtrack performed exclusively by female artists?,Bridesmaids,Marie Antoinette,Waiting to Exhale
467,1012186324680495105,1,The clear liquid separating the human retina and lens is known as what kind of “humor”?,Bilious,Vitreous,Eximious
468,1012186176118288389,2,Which of these performers got her break on “The All-New Mickey Mouse Club”?,Jessica Simpson,Mandy Moore,Keri Russell
469,1012185777227345920,2,Which of these titles is a sequel to the book “Little Women”?,Little Sisters,Little Friends,Little Men
470,1012185646948024320,1,In which of these sports is it NOT common for an umpire to yell “Out”?,Tennis,Soccer,Baseball
471,1012185473715003397,1,Which of these words is a synonym for both “flag” and “ordinary”?,Banner,Standard,Regular
472,1012185320958373888,2,The primary source of the Mississippi River is found in the northern part of which state?,New Mexico,Maine,Minnesota
473,1012185181577498624,0,Which term refers to the practice of tightly wrapping newborn babies in blankets?,Swaddling,Waffling,Gosling
474,1012185047267454978,1,A break in a live theater performance is often known as what?,Mission Impossible,Intermission,Intermittent fasting
475,1012141504142462977,0,James Cook is credited with bringing “taboo” to the English language from what place?,Tonga,Seychelles,Fiji
476,1012141266866442241,2,Which dwarf planet in our solar system passes closest to the Sun?,Pluto,Eris,Ceres
477,1012141133504438272,2,Which Emmy winner made a pre-fame TV appearance as a game show contestant?,Michael Imperioli,Bradley Whitford,Aaron Paul
478,1012140703755964416,2,Which city is home to one of the holiest sites within Islam?,Beirut,Ankara,Jerusalem
479,1012140564979113984,2,What is the term for a visual hallucination triggered by a migraine?,Chakra,Vibe,Aura
480,1012140438634008576,1,"In the movie “Mean Girls,” what do the Plastics say they do on Wednesdays?",Update the�burn book”,Wear pink,Eat carbs
481,1012140100392800257,0,The literary character Don Quixote is also known by what moniker?,Man of La Mancha,Man of La Bamba,Man of La Mojo
482,1012139966711787520,0,Which of these sports is often played on the beach?,Volleyball,Tennis,Bowling
483,1012139818149609472,0,"In the entertainment industry, “EGOT” stands for Emmy, Grammy, Oscar, and what?",Tony,Teddy Ruxpin,Termite infestation
484,1012139673098088449,1,Which famously shelf-stable food is made by bees?,Pumpkin butter,Honey,Marmite
485,1012125663887876102,0,"In the Jay-Z song “Empire State of Mind,” which of these New York locations is mentioned by name?",Tribeca,Soho,The Bronx
486,1012125399046873088,2,Which of these geographical features borders the most US states?,Pacific Ocean,Gulf of Mexico,Great Lakes
487,1012125278720716800,0,Which Disney animated film has NOT been adapted into a Broadway musical?,Mulan,The Little Mermaid,Aladdin
488,1012125148374274048,1,Which “Sesame Street” character’s first name is Aloysius?,Grover,Snuffleupagus,Telly
489,1012124694840037377,1,The indentation on the bottom of a wine bottle shares a name with what sports term?,Dribble,Punt,Balk
490,1012124555333242881,0,Someone holding a grudge is said to have what on their shoulder?,Chip,Dandruff,Parrot
491,1012124415574855680,2,"In the choosing game, players can throw rock, paper, or what?",Steeple,Hitchhiker’s thumb,Scissors
492,1010691681216278528,1,Which of these states has NOT hosted a Super Bowl?,Garden State,Show Me State,North Star State
493,1010691500940910597,0,Which of these Revolutionary War battles happened first?,Battle of Bunker Hill,Battle of Monmouth,Battle of Yorktown
494,1010691352466808833,1,Which of these words is considered autological?,Rectangle,Noun,Fishing
495,1010691175211307008,2,The original cover of which of these novels features a photograph taken by the author?,Maniac Magee,Remember Me,The Giver
496,1010691024639987715,1,What US city has a transit system called BART?,Chicago,San Francisco,Baltimore
497,1010690865231269889,2,"In “Green Eggs and Ham,” Sam-I-Am does NOT mention eating with what animal?",Goat,Fox,Horse
498,1010690657596444673,0,Which of these fashion terms comes from an English town?,Henley,Polo,Cashmere
499,1010690520950165505,2,How would you wish a French speaker “good luck”?,Omelette du fromage!,Les Misérables!,Bonne chance!
500,1010690355052863489,2,"According to the famous movie quote, where does nobody put Baby?",In an Uber,In a hammock,In a corner
501,1010690130884128768,0,"What is the typical response to a joke starting with “Knock, knock”?",Who’s there?,We don’t want any.,What are those???
502,1010689990521769987,1,"In the travel industry, B&amp;B stands for “bed and” what?",Bitcoin,Breakfast,Badminton
503,1010329771186761730,2,Which of these is a real former Academy Award category?,Best 3D Film,Best Dance Performance,Best Title Writing
504,1010329343577477120,0,Bonding fructose with glucose will produce which of these things?,Sucrose,Lactose,Maltose
505,1010329132302000129,0,"Using its original dictionary definition, “decimating” 100 apples would leave you with how many?",90,1,10
506,1010328954857840641,2,"Popular in Europe, bandy is extremely similar to what other sport?",American football,Badminton,Hockey
507,1010328804936638464,1,What is Southeast Asia’s only landlocked nation?,Cambodia,Laos,Myanmar
508,1010328633372798977,1,Which of these shows was NOT a spinoff of “Happy Days”?,Laverne &amp; Shirley,Sanford &amp; Son,Mork &amp; Mindy
509,1010328399389384708,0,Which of these shapes has eight corners?,Cube,Tetrahedron,Octahedron
510,1010328243294097410,0,What popular board game introduced the “Pop-O-Matic” bubble?,Trouble,Sorry!,Aggravation
511,1010328118014377989,1,Who was the first vice president of the United States?,Alexander Hamilton,John Adams,Andrew Jackson
512,1010327877945044992,1,"According to an old saying, “necessity is the mother of” what?",Dimension,Invention,Water retention
513,1010327738048307205,1,What type of court is typically found in shopping malls?,Small claims court,Food court,Tennis court
514,1010238928916504576,2,Mia Farrow’s mother acted in multiple films based on whose books?,Agatha Christie,Ian Fleming,Edgar Rice Burroughs
515,1010238660455911429,0,Which school’s campus is technically in a different city than the other two?,Boston University,Harvard,MIT
516,1010238500648693760,0,What classic TV show opens with music composed by an inventor of the sousaphone?,Monty Python,The Honeymooners,Meet the Press
517,1010238328568983555,2,Which nation is also the name of a territory in the board game Risk?,Mexico,Spain,Peru
518,1010238169168654336,1,Which was a brand name for 20th-century coin-operated restaurants?,Electrafé,Automat,Dime &amp; Dine
519,1010238013237071874,0,Which of these wealthy people has NEVER mounted a US presidential campaign?,Richard Branson,H. Ross Perot,Steve Forbes
520,1010237787738689536,2,Which of these words is an antonym for paucity?,Dearth,Gumption,Plethora
521,1010237631286915072,0,Which of these is “an uncooked sauce” that comes in green or red?,Chimichurri,Chimichanga,Chilaquiles
522,1010237474533269505,1,Which bird noise is also a common type of social media post?,Coo,Tweet,Gobble
523,1010237331683586048,1,A motherboard is most often a crucial component of what?,Swimming pool,Computer,Family tree
524,1010237130000490498,0,What did the giant in “Jack and the Beanstalk” famously say?,"Fee, fi, fo, fum",YOLO,Y’all small
525,1010236978636484609,1,Whose face is on the US one-dollar bill?,Steve Urkel,George Washington,Judge Judy
526,1009967219856543744,0,Which of these 1990s hit songs features only a single vocalist?,I Can’t Make You Love Me,All for Love,Justify My Love
527,1009967021130420225,1,"In the Crimean War, what side fought without another country as its ally?",Ottoman Empire,Russia,Austrian Empire
528,1009966870240399360,1,The “G” in the time zone GMT refers to what?,Latitude,Area of a city,Man’s last name
529,1009966677730254848,1,Which of these animals is native to North America?,Mouse,Opossum,Cow
530,1009966498377621505,2,Which of these is NOT one of the colors of the cards soccer referees can give to players?,Yellow,Red,Blue
531,1009966169279946752,0,"During production, “Return of the Jedi” was briefly known as what?",Revenge of the Jedi,Return of Vader,The Final Jedi
532,1009965987653996544,1,"If a vinyl record is called a “45,” the 45 refers to its what?",Diameter,Revolutions per minute,Weight
533,1009965858033164288,1,Which of these is another term for a vintner?,Auctioneer,Winemaker,Antiques dealer
534,1009965730102734848,2,Jimmy Buffett sings a famous song about a place based on what beverage?,Hot milk,Cold brew coffee,Margarita
535,1009965565065289728,1,The dance move where you quickly duck your head into your elbow is called what?,Doink,Dab,Dingus
536,1009965418210054145,1,The day of the year with the most hours of sunlight is known as what?,Autumn aurora,Summer solstice,Winter welcome
537,1009876466522361856,2,What constellation includes the brightest star in Earth’s night sky?,Ursa Major,Ursa Minor,Canis Major
538,1009876289539407875,2,"In the 1939 film “The Wizard of Oz,” which of these made two characters fall unconscious?",Apples,Lightning,Flowers
539,1009876128910241793,0,Which pricing game on “The Price is Right” is loosely based on Yahtzee?,Let��em Roll,Lucky Seven,Any Number
540,1009875960131354625,2,"Who ran the empire of which it was commonly said ""the sun never sets""?",Louis XIV,Wilhelm II,George VI
541,1009875744670044161,0,Which of these Yiddish words has a positive connotation?,Kemfer,Narish,Schmendrick
542,1009875542387101696,1,Which of these retail chains is eponymous?,Best Buy,Sears,Costco
543,1009875401366220800,1,Which of these is both an English county and a type of sauce?,Merseyside,Worcestershire,Chutney
544,1009875216460386305,2,Which of these is NOT typically found in modern fiction books?,Binding,Dedication,Apologia
545,1009875084830486533,1,Which of these shoe styles typically has no laces?,Tennis shoe,Loafer,Running shoe
546,1009874832723529730,0,What impressive accomplishment was Koko the Gorilla most known for?,Learning sign language,Playing piano,Playing chess
547,1009874671980941312,2,A hot dog is what type of food?,Pod vegetable,Legume,Sausage
548,1009605349618446336,2,Which of these Roman emperors had the shortest reign?,Nero,Augustus,Caligula
549,1009605073893314566,2,Which of these instruments is Prince NOT credited as playing on his album “For You”?,ARP Pro Soloist,Water drums,Clarinet
550,1009604620027559938,2,Which plant shares its name with the national park created to preserve it?,Acadia,Shenandoah,Saguaro
551,1009604446991605761,2,What was the name of the blog Meghan Markle ran before becoming Duchess of Sussex?,Markle &amp; Shine,Meghan’s Mirror,The Tig
552,1009604276157599751,0,What word describes a victory that takes so much out of the winner that it’s basically a loss?,Pyrrhic,Moral,Strategic
553,1009604117143216128,1,Steampunk is part of what genre?,Horror,Science fiction,Crime
554,1009603947634528257,1,Movie “trailers” got their name because they used to play where?,In trailers on set,After the movie,On trail outside theater
555,1009603798761910272,2,What do you call a sandy piece of land on top of a coral reef?,Lock,Door,Key
556,1009603664032534528,2,Which of these US traffic signs is usually a triangle?,Stop,Railroad crossing,Yield
557,1009603376038981635,2,What device is typically used to fill in answers on a Scantron test?,Hammer,Bugle,Pencil
558,1009603187706417152,2,Grammy Awards are given to professionals for excellence in making what?,Cars,Casseroles,Music
559,1009514473693024256,2,What title has appeared the most times in the Billboard Hot 100?,Crazy,Stay,Hold On
560,1009514288288030721,2,Which of these islands is NOT located in the Pacific Ocean?,Guadalcanal,Tahiti,Java
561,1009514054057185281,1,Which of these words was legally trademarked in the 1970s?,Vampire,Zombie,Skeleton
562,1009513711172816896,1,"Air conditioner power is often expressed in BTUs, where the “B” stands for what?",Butane,British,Base
563,1009513511918161920,2,The addition of which of these food items makes a salad a “Pittsburgh salad”?,Cheese sticks,Onion rings,Fries
564,1009513213195628545,2,The Who’s rock opera “Tommy” was about a boy who was a phenom at what?,Soccer,Guitar,Pinball
565,1009512989618245638,1,Which article of clothing was named after a British general?,Fedora,Cardigan,Loafer
566,1009512783334043648,0,"By definition, an unctuous person gives too many what?",Compliments,Tasks,Personal details
567,1009512632360013830,2,Which of these measurement units consists of only 16 ounces?,Kilogram,Ton,Pound
568,1009512384975855616,2,"Traditionally, where do men and women in the US wear their wedding rings?",In a tiny hat,Left foot,Left hand
569,1009512236220497920,2,Which of these body parts does a bird usually have?,Hoof,Gill,Beak
570,1009242698493169666,0,The US holiday known as Juneteenth celebrates news that was delivered where in 1865?,Texas,"Washington, DC",Virginia
571,1009242236360560645,2,The art technique known as pointillism directly launched what other art movement?,Expressionism,Cubism,Neo-impressionism
572,1009242061051191296,0,Which of these activities was NOT named after a real person?,Zumba,Pilates,Burpee
573,1009241881371291648,0,Who founded the American Red Cross?,Clara Barton,Juliette Gordon Low,Florence Nightingale
574,1009241669844262912,0,Which of these Bruce Springsteen songs can best be classified as a protest song?,Born in the USA,Dancing in the Dark,Hungry Heart
575,1009241472019910656,0,"In the sport of powerlifting, what type of weight is used in a bench press?",Barbell,Kettlebell,Dumbbell
576,1009241308412743680,1,Which of these is featured in South Korea’s national dish?,Beef,Vegetables,Chicken
577,1009241152413978624,0,In what sport is the ball misleadingly nicknamed a “pigskin”?,Football,Basketball,Baseball
578,1009241017369923584,0,Which of these pieces of clothing is named for its shape?,T-shirt,Khakis,Jeans
579,1009240897001852928,0,"In Ian Fleming’s series of novels, what is the name of the agent assigned the number 007?",James Bond,Ari Gold,Cody Banks
580,1009240729728815105,1,Which of these usually has eight legs?,Flamingo,Spider,Human dad
581,1009151688371040256,2,Which of these iconic TV characters did NOT earn its portrayer an Emmy?,Liz Lemon,Carrie Bradshaw,Leslie Knope
582,1009151382417477632,1,Which of these astronauts was later elected to the US Senate?,Sally Ride,Harrison Schmitt,Alan Shepard
583,1009151030087634946,0,Which of these NBA franchises was previously located in Philadelphia?,Warriors,Celtics,Cavaliers
584,1009150884100665344,1,Deltiologists collect what type of mail?,Greeting cards,Postcards,Catalogs
585,1009150439445721089,1,In which of these states can you find some of the Ozarks?,Tennessee,Missouri,Kentucky
586,1009150275410591744,2,What does the “CC” field in an email stand for?,Citizen communication,Common correspondence,Carbon copy
587,1009150131684499457,0,Marie Curie was the first person to win what twice?,Nobel Prize,People’s Choice Award,Heisman Trophy
588,1009149990403477507,1,Which of these is NOT a common mattress size?,Queen,Jester,King
589,1009149823101042689,2,"According to the saying, “you can’t teach an old dog” what?",Conversational French,How to dougie,New tricks
590,1008895787147956224,2,Which country has the most men’s rugby Olympic gold medals?,Wales,New Zealand,USA
591,1008894898748166144,1,In what state is the College World Series held every year?,Pennsylvania,Nebraska,Oklahoma
592,1008894743235977218,0,New member of the International Boxing Hall of Fame Vitali Klitschko now holds what job?,Mayor,English teacher,Medical doctor
593,1008894527715889152,0,"In the NHL, which of these is the most severe penalty?",Misconduct,Double minor,Major
594,1008894365354352640,1,When can a baseball inning be called “immaculate”?,3 outs on 3 pitches,3 Ks on 9 pitches,3 outs to same defender
595,1008893990983426050,0,"A year ago today, Diana Taurasi became the WNBA’s all-time leader in what category?",Points,Home runs,Touchdowns
596,1008893775987576832,0,Which of these is the name of a real MLB mascot?,Phillie Phanatic,Boston Bumblebee,San Diego Nacho Thief
597,1008893453416181761,2,What word describes the pretend drafts that NBA experts put out this time of year?,Clown,Goof,Mock
598,1008893341080195072,2,What US state is famous for Louisville Slugger bats?,New Connecticut,South Oregon,Kentucky
599,1008880174895681536,0,Which of these authors was NOT credited in the 1946 film “The Big Sleep”?,Truman Capote,William Faulkner,Raymond Chandler
600,1008879854396346368,2,Which of these rivers runs through the fewest countries?,Colorado,Euphrates,Volga
601,1008879527756484609,2,What US state’s official cartoon character first appeared on local weather segments?,Illinois,Maryland,Oklahoma
602,1008879362123489280,2,What category is at the top of Abraham Maslow’s famous “hierarchy of needs” pyramid?,Safety,Love,Self-actualization
603,1008879253620961283,0,In what desert can you find the Burning Man festival?,Black Rock,Mojave,Baja
604,1008878963320590336,0,Which of these card games comes from the Spanish word for “basket”?,Canasta,Pinochle,Rummy
605,1008878807653199872,1,"On sunscreen bottles, what does the “F” in SPF stand for?",Filter,Factor,Feel
606,1008878667127238657,2,What prop is involved in the playground game “Double Dutch”?,Jacks,Yo-yo,Jump rope
607,1008878529721831425,1,A cummerbund is a waistband sash typically worn with which of these outfits?,Pajamas,Tuxedo,Swimsuit
608,1008878497492865026,2,Which of these is typically NOT found in dessert?,Ice cream,Whipped cream,Shaving cream
609,1008789490150924289,2,Which of these rap names refers to the artist's uncanny resemblance to a baseball legend?,Ice Cube,Dr. Dre,MC Hammer
610,1008789149166592001,2,Which of these travel destinations would take you closest to Disappointment Island?,Grand Cayman,Morocco,Fiji
611,1008788567487901696,0,Which of these cities has a higher population than the US Army?,San Diego,San Francisco,Austin
612,1008788395752030208,2,What was the name of the first computer to defeat a reigning world chess champion?,Watson,Merlin,Deep Blue
613,1008788219180273664,2,What musical act made the phone number 867-5309 famous?,Rick Springfield,Richard Marx,Tommy Tutone
614,1008788032022024192,2,Which of these brand names is derived from a nickname for moonshine?,Hawaiian Punch,Minute Maid,Mountain Dew
615,1008787872642686979,1,In which of these sports do players use sticks with small nets attached to one end?,Hockey,Lacrosse,Cricket
616,1008787698654568450,2,Which of these is one of science’s four fundamental forces?,Chill vibes,Wifi,Gravity
617,1008787566395609090,1,Combining blue and yellow paint will result in the creation of what color?,Clear,Green,Zebra stripes
618,1008787418256936961,1,What measurement is a unit of three feet?,Lightyear,Yard,Boatload
619,1008518846960070658,0,Which of these was controversially declared a vegetable in a famous 1890s Supreme Court case?,Tomato,Eggplant,Cactus
620,1008518592961409024,1,Which classic soul singer had a band whose name literally means “dream-invading demons”?,Diana Ross,Martha Reeves,Gladys Knight
621,1008518410521776128,2,Which of these classic paintings depicts the most people?,Christina’s World,Broadway Boogie Woogie,American Gothic
622,1008518173015117829,2,What nation has the world’s lowest population density?,Iceland,Ireland,Greenland
623,1008517919096147968,1,"Which of these animals are most closely related to harvestmen, AKA daddy longlegs?",Lobsters,Scorpions,Beetles
624,1008517663482576901,0,Which of these words is an example of onomatopoeia?,Ding-dong,Flim-flam,Knick-knack
625,1008517422658224128,0,Which of these cooking techniques is typically described as “low and slow”?,Smoking,Searing,Direct heat
626,1008517220295757824,2,What does the “T” stand for in bank ATMs?,Treasury,Takeout,Teller
627,1008516733496430593,0,What are the raised edges on the neck of a standard guitar called?,Frets,Worries,Anxieties
628,1008516455908945922,2,The person elected to run a city typically has what title?,Space Emperor,Party Queen,Mayor
629,1008516266884255744,0,"In the US, what holiday is celebrated on the third Sunday of June?",Father’s Day,Friendsgiving,Chrismukkah
630,1008155971288489984,1,The natural feature that forms the Vermont/New Hampshire border is named for what other state?,Massachusetts,Connecticut,Maine
631,1008155765193019392,0,What words are traditionally printed in large type at the bottom of a Ouija board?,GOOD BYE,LIGHT DARK,LISTEN WELL
632,1008155593608220672,2,Which university’s flagship campus is located in Philadelphia?,Penn State,Carnegie Mellon,UPenn
633,1008155442219012097,1,Who compiled what is considered the first modern thesaurus?,Noah Webster,Peter Roget,John Bartlett
634,1008155260370718720,0,Which of these temperatures is warmest?,0° Celsius,0° Fahrenheit,0° Kelvin
635,1008155050143813633,0,Which author’s name is NOT a pseudonym?,Charles Dickens,Lewis Carroll,George Orwell
636,1008154701291032577,2,What term refers to an all-purpose key that can open any lock?,Vampire key,Zombie key,Skeleton key
637,1008154440766025728,0,"Before acquiring a driver’s license, new drivers typically have to get what?",Learner’s permit,Jury summons,Property deed
638,1008154168132079617,1,Pimento peppers are often found inside which of these things?,Birdhouses,Olives,Snow globes
639,1008154016197566464,2,Which is a real month of the year?,Septuary,Julember,August
640,1007793317394993152,1,The Canary Islands are widely believed to be named after which of these mammals?,Dromedaries,Dogs,Dolphins
641,1007792870475132928,1,Cutting a Möbius strip in half lengthwise gives you what?,Two separate loops,One big loop,Two linked loops
642,1007792582246719488,1,What US state capitals are separated by the Bitterroot Range?,Nashville / Raleigh,Helena / Boise,Frankfort / Charleston
643,1007792411890929665,2,Who is most likely to be carrying a “challenge coin”?,Athlete,Gamer,Soldier
644,1007792236199849985,1,Which variety of Solitaire is normally played with eight adjacent columns of cards?,Spider,Freecell,Klondike
645,1007792007752880128,0,The cartoon aardvark Arthur lives in what fictional town?,Elwood City,Nightingale Heights,Bookerton
646,1007791778085462016,2,In which food is potato the principal ingredient?,Lutefisk,Gerber sandwich,Hash browns
647,1007791534249594880,2,Which of these is NOT one of the physical phases of water?,Ice,Steam,Stone
648,1007791320830791681,0,What is the NFL penalty for clipping?,15 yards,Saturday detention,No dessert
649,1007791176827760641,2,What kind of train car typically contains an engine?,Food cooperative,Ulterior motive,Locomotive
650,1007702431155785729,2,What “Weird Al” Yankovic album is titled after the last words sung on it?,Poodle Hat,Dare to Be Stupid,In 3-D
651,1007702273726799873,1,"In the Bible, who famously learned that “the Lord gave and the Lord hath taken away”?",Noah,Job,Abraham
652,1007701934827016193,1,Which of these Greek philosophers was born first?,Aristotle,Socrates,Plato
653,1007701779591712768,1,What musical instrument is played without touching it?,Didgeridoo,Theremin,Hurdy-gurdy
654,1007701636628795392,2,What is the most obvious difference between tortellini and tortelloni?,Serving temperature,Color,Size
655,1007701483775823873,1,Which state’s name contains another US state name inside it?,Connecticut,Arkansas,New Mexico
656,1007701285871734786,2,Which of these classic books is the longest?,The Old Man and the Sea,Animal Farm,War and Peace
657,1007701048054738945,0,Animals that only eat plants are called what?,Herbivorous,Carnivorous,Omnivorous
658,1007700823281893382,1,What is the emergency extra tire kept in a car’s trunk known as?,Strike,Spare,Gutter ball
659,1007700676275662849,0,What snack do American children traditionally leave out for Santa Claus?,Milk / cookies,Jerky / tomato juice,Tofu / steamed okra
660,1004893525614481408,1,Which of these is an example of a pleonasm?,On your high horse,Tuna fish,Rain on your wedding day
661,1004893324703141888,2,What American humorist defined a year as “a period of 365 disappointments”?,Will Rogers,Mark Twain,Ambrose Bierce
662,1004893173691375616,0,What hip-hop act’s debut album title was a 31-letter made-up word?,OutKast,Ludacris,DMX
663,1004893011199832064,2,What did the USSR call itself?,SSPU,CLRS,CCCP
664,1004892508743192577,2,What idiom means an inappropriate attempt to improve what’s already good?,Raising the roof,Belling the cat,Gilding the lily
665,1004892339662393344,2,Which is the name of a US state AND a sovereign nation?,Mauritania,Louisiana,Georgia
666,1004892188373905408,1,"Often used for suits, which of these is a lightweight summer fabric?",Frumpmucker,Seersucker,Chuffpucker
667,1004891910882910213,1,The English Leather Company invented what common bathroom product?,Lobe on a dope,Soap on a rope,Pope on a slope
668,1004891764497485826,2,Which of these is a common type of house cat?,Diesel-powered,30-foot-tall,Tabby
669,1004802748926320640,0,"After this year, what is the next animal that will come up in the Chinese zodiac?",Pig,Rabbit,Ox
670,1004802590574555136,1,Which is NOT one of the question categories in the board game Cranium?,Word Worm,Drawing Dog,Creative Cat
671,1004802412249481216,2,What is the correct English word to refer to a resident of Russia’s capital?,Mosgonian,Maswegian,Muscovite
672,1004802247002349568,2,Which of these sauces is traditionally suitable for a vegan diet?,Ranch dressing,Red-eye gravy,Fra diavolo
673,1004802093805375488,0,Which of these movie production steps is typically performed after the other two?,Editing,Pre-production,Shooting
674,1004801798409019397,0,"Associated with citrus fruits, ascorbic acid is better known as what?",Vitamin C,Garlic,Ginseng
675,1004801636580065281,0,A colon followed by a hyphen and a closing parenthesis form an emoticon doing what?,Smiling,Sticking its tongue out,Frowning
676,1004801321273356289,0,What character did JK Rowling famously create?,Harry Potter,Scary Otter,"Welcome Back, Kotter"
677,1004801183628845059,1,Championship football games are often named after which of these items?,Spoons,Bowls,Napkin rings
678,1004532951676346368,2,Which of these is a real type of bear?,Snail bear,Snake bear,Sloth bear
679,1004532365593665536,0,What famous Sam Cooke recording was NOT written by Sam Cooke?,For Sentimental Reasons,You Send Me,Twistin’ The Night Away
680,1004531977666605056,2,What did Henry Hill from “Goodfellas” bemoan he would “live the rest of his life like”?,Jabroni,King,Schnook
681,1004531790378389506,0,Where did the genre of music known as yé-yé originate?,France,Brazil,Chicago
682,1004531417441816576,0,What is another common name for the Oxford comma?,Harvard comma,Cambridge comma,Appalachian State comma
683,1004531240526020609,0,Which of these was the name of a communist country in the 20th century?,East Germany,East New York,East Canada
684,1004531049500733440,0,"In basketball, shooting free throws underhand is often called what?",Granny style,Slam dunk,Three-pointer
685,1004530854134255616,1,What does a spacecraft typically use to propel itself out of Earth’s atmosphere?,Ramen,Rocket,Flubber
686,1004530706075275265,2,"In the classic fairytale, Cinderella famously loses a what?",Contact lens,Wig,Shoe
687,1004530562340618240,0,"When you have a cold, what is your nose most likely to do?",Run,Dance,Jump
688,1004169615906308097,1,Which of these iconic paintings has NOT been stolen?,The Scream,Starry Night,Mona Lisa
689,1004169020478771201,1,What fashion house has dressed Rihanna for more than one Met Gala?,Tom Ford,Stella McCartney,Dolce &amp; Gabbana
690,1004168759584706561,2,Which of these celebrities liked to wear an unwound Cartier wristwatch?,Frank Sinatra,Grace Kelly,Andy Warhol
691,1004168498602561537,0,Which of these words does NOT make up the acronym “laser”?,Energy,Amplification,Radiation
692,1004168125410152448,1,Which of these food words comes from German?,Vinegar,Noodle,Waffle
693,1004167533077901312,1,The weight of diamonds is usually measured in what?,Patatoes,Carats,Kabbages
694,1004078317966938119,0,"In “A League of Their Own,” Geena Davis plays professional baseball on a team in what state?",Illinois,Connecticut,Georgia
695,1004077931642138624,0,What soothing TV personality spent two decades in the Air Force?,Bob Ross,Fred Rogers,Julia Child
696,1004077715149000704,2,"Of these nicknamed major US cities, which is located farthest north?",Motor City,Rip City,Emerald City
697,1004077578020409344,2,Which animal can emit blood from its eyes when threatened?,Velvet worm,Sea cucumber,Horned lizard
698,1004077428103368706,1,What unusual feeling does the German word “schadenfreude” refer to?,Distress for the future,Joy at misfortune,Anger at good luck
699,1004077270947033088,1,What classic Looney Tunes character suffers from rhotacism?,Daffy Duck,Elmer Fudd,Tasmanian Devil
700,1004077111819296768,0,In which TV show is the main character’s job in the US presidential line of succession?,Madam Secretary,Spin City,Murphy Brown
701,1004076953677238273,1,"Thanks to the way it grows, which of these is a root vegetable?",Brussels sprout,Sweet potato,Cucumber
702,1004076809481347073,1,"According to a famous saying, “love means never having to say” what?",You’re hungry,You’re sorry,I love you
703,1004076533500252161,0,"By definition, what mode of transportation takes you underground?",Subway,Monorail,Blimp
704,1004076393133756416,2,What kind of agent would most likely help you buy a home?,Secret agent,Talent agent,Real estate agent
705,1003806804105748480,2,"According to Guinness, the tallest building without inhabitants can be found in what city?",Orlando,Dubai,Pyongyang
706,1003806634358050816,1,Which of these brand names is NOT a portmanteau?,Toblerone,Snickers,Dentyne
707,1003806451243081730,0,The actor who voiced the Disney character Aladdin had a recurring role on what sitcom?,Full House,Growing Pains,Step by Step
708,1003806270686720000,0,The band behind which album shares its name with a sleep stage?,Automatic for the People,OK Computer,Superunknown
709,1003806125215617024,2,What does the French word “bibliothèque” mean in English?,E-book,Audiobook,Library
710,1003805993413824513,2,Which of these plurals is NOT correct?,Notaries public,Attorneys General,Mother-in-laws
711,1003805821741002758,1,What brand was massive in the 1980s for selling brightly colored school binders?,Ring Daddy,Trapper Keeper,Mr. Pockets
712,1003805669676474368,1,Which of these is a type of screwdriver?,Stork point,Phillips head,Claw hammer
713,1003805107253850117,0,Which of these is the name of a popular card game?,Crazy Eights,Stern Sevens,Tender Tens
714,1003804991646261248,0,The massive game franchise that features “pocket monsters” is better known as what?,Pokémon,Pocky Men,Pooky Moon
715,1003804839703465984,0,A fruit salad would likely include which of these things?,Melon,Corn muffins,Seltzer water
716,1003716280459972613,1,"For several years, what journalist was the son-in-law of author Kurt Vonnegut?",Bob Woodward,Geraldo Rivera,Hunter S. Thompson
717,1003716046954598400,0,The only chemical element that can harmlessly melt in your hand is named after what country?,France,Poland,Russia
718,1003715559542919169,2,What country’s longest mountain range is named for a color?,Cuba,Dominican Republic,Jamaica
719,1003715207116533761,2,What phrase made a viral video star out of Chris Crocker in 2007?,Is this real life?,Charlie bit my finger!,Leave Britney alone!
720,1003715018842689537,2,A popular musical mnemonic device states that “every good boy deserves” what?,Applause,Clarinets,Fudge
